Date,Open,High,Low,Close,Volume,OpenInt
27-03-2013,31.712,31.741,31.654,31.654,1427,0
02-04-2013,32.285,32.285,32.285,32.285,108,0
05-04-2013,31.421,31.761,31.421,31.535,1853,0
08-04-2013,31.781,31.781,31.781,31.781,199,0
09-04-2013,32.033,32.176,32.033,32.176,1217,0
11-04-2013,32.481,32.481,32.481,32.481,101,0
15-04-2013,31.654,31.712,31.634,31.634,1343,0
16-04-2013,31.839,31.839,31.839,31.839,206,0
19-04-2013,32.063,32.063,32.063,32.063,410,0
29-04-2013,33.072,33.111,33.013,33.111,1027,0
30-04-2013,32.644,32.644,32.644,32.644,101,0
02-05-2013,33.393,33.393,33.374,33.374,308,0
03-05-2013,33.528,33.538,32.616,33.461,2573,0
07-05-2013,33.782,33.782,33.782,33.782,244,0
08-05-2013,34.035,34.035,33.878,33.878,1542,0
10-05-2013,34.355,34.355,33.995,33.995,206,0
13-05-2013,33.624,33.762,33.624,33.752,617,0
14-05-2013,33.684,33.897,33.684,33.897,617,0
15-05-2013,34.189,34.189,34.189,34.189,101,0
16-05-2013,33.937,34.151,33.897,33.897,693,0
21-05-2013,34.266,34.266,33.888,34.005,1781,0
22-05-2013,34.025,34.025,33.509,33.509,1030,0
28-05-2013,33.83,33.83,33.83,33.83,131,0
30-05-2013,33.295,33.461,33.295,33.461,719,0
31-05-2013,32.896,32.896,32.896,32.896,410,0
04-06-2013,32.798,32.798,32.798,32.798,641,0
05-06-2013,32.49,32.518,32.342,32.471,823,0
06-06-2013,32.442,32.654,32.442,32.654,2780,0
07-06-2013,32.654,32.953,32.654,32.751,26003,0
10-06-2013,33.101,33.101,33.101,33.101,101,0
11-06-2013,32.644,32.683,32.275,32.422,24996,0
12-06-2013,32.556,32.556,32.508,32.508,466,0
13-06-2013,32.245,32.576,32.245,32.566,1765,0
14-06-2013,32.663,32.731,32.518,32.536,2502,0
17-06-2013,32.818,33.042,32.788,32.906,2640,0
18-06-2013,33.139,33.207,33.072,33.139,3884,0
19-06-2013,33.111,33.111,33.033,33.033,1447,0
21-06-2013,32.157,32.176,31.274,31.274,5619,0
24-06-2013,30.819,30.848,30.449,30.848,653,0
25-06-2013,31.415,31.415,31.237,31.286,2719,0
26-06-2013,31.179,31.473,31.179,31.473,615,0
27-06-2013,31.587,31.687,31.587,31.687,2047,0
28-06-2013,31.993,31.993,31.993,31.993,101,0
01-07-2013,32.19,32.19,32.117,32.133,3084,0
02-07-2013,32.078,32.078,32.078,32.078,409,0
05-07-2013,31.951,31.961,31.891,31.961,363,0
08-07-2013,32.418,32.418,32.171,32.171,786,0
09-07-2013,31.971,32.068,31.971,32.029,510,0
10-07-2013,32.32,32.348,32.32,32.348,349,0
11-07-2013,32.514,32.583,32.514,32.583,1951,0
12-07-2013,33.314,33.793,32.613,32.971,1132,0
15-07-2013,33.216,33.216,33.158,33.158,205,0
17-07-2013,33.08,33.08,33.08,33.08,101,0
18-07-2013,33.041,33.041,32.825,32.873,4244,0
19-07-2013,32.873,33.021,32.873,33.021,2632,0
22-07-2013,32.961,33.128,32.923,33.128,12894,0
23-07-2013,33.08,33.08,32.758,32.758,1007,0
24-07-2013,32.981,32.981,32.633,32.633,9213,0
25-07-2013,32.933,32.933,32.883,32.883,1391,0
26-07-2013,32.961,33.011,32.923,33.011,409,0
29-07-2013,33.109,33.128,32.991,33.089,3216,0
30-07-2013,32.834,33.021,32.834,33.021,1642,0
01-08-2013,33.236,33.353,33.177,33.353,981,0
02-08-2013,33.674,33.674,33.45,33.45,804,0
05-08-2013,33.422,33.45,33.284,33.44,1010,0
06-08-2013,33.089,33.333,33.089,33.333,1232,0
07-08-2013,33.119,33.119,33.05,33.05,209,0
09-08-2013,33.245,33.245,33.245,33.245,1027,0
12-08-2013,33.216,33.226,33.216,33.226,565,0
13-08-2013,33.45,33.489,33.45,33.469,12253,0
15-08-2013,32.815,33.226,32.815,33.226,1647,0
16-08-2013,33.138,33.206,33.08,33.08,1251,0
19-08-2013,33.099,33.099,33.001,33.001,2130,0
21-08-2013,32.593,33.284,32.593,32.651,1139,0
22-08-2013,32.795,32.795,31.188,32.68,5079,0
23-08-2013,32.942,32.942,32.942,32.942,252,0
26-08-2013,32.843,32.991,32.825,32.951,18338,0
27-08-2013,32.3,32.448,32.18,32.18,7801,0
28-08-2013,32.26,32.368,32.078,32.24,9852,0
29-08-2013,32.378,32.477,32.3,32.398,9351,0
30-08-2013,32.401,32.401,32.213,32.283,8515,0
03-09-2013,32.72,32.853,32.524,32.534,14660,0
04-09-2013,32.67,32.933,32.67,32.805,20910,0
05-09-2013,33.07,33.128,32.873,32.883,97084,0
06-09-2013,33.08,33.08,33.08,33.08,307,0
09-09-2013,33.537,33.753,33.422,33.555,5850,0
10-09-2013,33.859,34.191,33.859,33.947,27288,0
11-09-2013,34.181,34.278,34.181,34.181,615,0
12-09-2013,34.134,34.151,33.977,34.055,13574,0
13-09-2013,34.065,34.258,33.987,33.987,56139,0
16-09-2013,34.474,34.579,34.417,34.436,21936,0
17-09-2013,34.474,34.513,34.387,34.483,6083,0
18-09-2013,34.268,35.097,34.268,34.841,34370,0
19-09-2013,34.939,35.261,34.939,35.261,15707,0
20-09-2013,34.871,34.929,34.794,34.929,1055,0
23-09-2013,35.261,35.261,34.9,34.909,3400,0
24-09-2013,35.003,35.003,34.622,34.788,1476,0
26-09-2013,34.816,34.816,34.758,34.758,510,0
30-09-2013,34.593,34.682,34.42,34.449,1913,0
04-10-2013,34.37,34.758,34.37,34.758,727,0
07-10-2013,34.554,34.593,34.341,34.37,16274,0
08-10-2013,34.506,34.583,34.128,34.195,40120,0
09-10-2013,33.921,34.118,33.901,34.04,17425,0
10-10-2013,34.39,34.662,34.39,34.662,2722,0
11-10-2013,34.788,34.933,34.602,34.682,37254,0
14-10-2013,34.622,34.904,34.622,34.904,14772,0
15-10-2013,34.702,34.923,34.622,34.622,10389,0
16-10-2013,34.894,35.235,34.855,35.197,42005,0
17-10-2013,35.121,35.49,35.121,35.325,3725,0
18-10-2013,35.919,35.919,35.715,35.84,1434,0
21-10-2013,35.919,35.959,35.89,35.89,615,0
22-10-2013,36.113,36.18,36.113,36.113,409,0
23-10-2013,36.074,36.074,36.074,36.074,573,0
24-10-2013,36.151,36.151,36.141,36.141,340,0
25-10-2013,35.939,35.939,35.939,35.939,122,0
28-10-2013,35.656,36.141,35.656,36.074,9160,0
29-10-2013,36.065,36.065,35.784,35.88,1689,0
30-10-2013,35.84,35.87,35.84,35.84,510,0
01-11-2013,35.345,35.675,35.345,35.665,1823,0
04-11-2013,35.463,35.463,35.463,35.463,115,0
06-11-2013,35.48,35.735,35.364,35.735,8052,0
07-11-2013,35.393,35.393,35.393,35.393,127,0
08-11-2013,34.943,35.295,34.943,35.168,6083,0
11-11-2013,35.48,35.48,35.187,35.265,20595,0
12-11-2013,35.255,35.255,34.953,35.081,19492,0
13-11-2013,34.943,35.255,34.943,35.255,26756,0
14-11-2013,35.285,35.509,35.285,35.48,6567,0
15-11-2013,35.735,35.784,35.656,35.755,2286,0
18-11-2013,36.16,36.16,35.949,35.949,2981,0
19-11-2013,35.576,35.576,35.433,35.433,1204,0
20-11-2013,35.558,35.558,35.197,35.197,392,0
21-11-2013,35.091,35.626,35.091,35.606,4313,0
22-11-2013,35.626,35.86,35.626,35.86,205,0
25-11-2013,36.055,36.065,35.656,35.968,2816,0
26-11-2013,35.987,35.987,35.987,35.987,101,0
27-11-2013,36.065,36.065,35.626,35.88,4438,0
29-11-2013,36.258,36.258,36.258,36.258,101,0
02-12-2013,36.543,36.543,36.229,36.267,409,0
03-12-2013,35.656,35.774,35.656,35.695,3703,0
04-12-2013,35.636,35.636,35.433,35.433,406,0
05-12-2013,36.563,36.572,36.503,36.503,1165,0
06-12-2013,36.017,36.017,35.364,35.586,4514,0
10-12-2013,36.219,36.219,35.9,35.977,4258,0
11-12-2013,35.87,35.87,35.87,35.87,117,0
13-12-2013,35.383,35.383,35.131,35.131,5775,0
16-12-2013,35.383,35.616,35.325,35.433,14802,0
17-12-2013,35.499,35.528,35.335,35.374,53141,0
18-12-2013,35.636,35.919,35.383,35.89,1520,0
19-12-2013,35.9,35.9,35.89,35.89,360,0
20-12-2013,36.036,36.103,35.929,36.065,3989,0
23-12-2013,36.307,38.004,36.007,38.004,18948,0
24-12-2013,36.257,36.276,36.257,36.276,1638,0
26-12-2013,36.416,36.454,36.267,36.454,6465,0
27-12-2013,36.659,36.659,36.463,36.463,16207,0
30-12-2013,36.688,36.688,36.659,36.659,1624,0
31-12-2013,37.059,37.059,36.532,36.532,944,0
02-01-2014,36.921,36.921,36.198,36.356,1989,0
03-01-2014,36.424,36.424,36.424,36.424,217,0
06-01-2014,36.424,36.424,36.121,36.14,4065,0
07-01-2014,36.512,36.815,36.326,36.424,9958,0
08-01-2014,36.698,36.766,36.13,36.562,5553,0
09-01-2014,36.473,36.562,36.035,36.444,4011,0
10-01-2014,36.512,36.552,36.512,36.512,4218,0
13-01-2014,36.552,36.552,36.026,36.026,1364,0
14-01-2014,36.542,36.542,36.492,36.492,2745,0
15-01-2014,36.522,36.522,36.492,36.492,1215,0
16-01-2014,36.522,36.571,36.522,36.532,2147,0
17-01-2014,36.552,36.552,36.366,36.376,2913,0
21-01-2014,36.659,36.698,36.599,36.599,627,0
22-01-2014,36.746,36.746,36.416,36.736,1697,0
23-01-2014,36.424,36.434,36.238,36.238,2040,0
24-01-2014,35.764,35.764,35.274,35.274,9652,0
27-01-2014,35.392,35.392,34.777,35.001,6133,0
28-01-2014,34.777,35.079,34.562,35.079,12848,0
29-01-2014,34.835,34.835,34.777,34.777,513,0
30-01-2014,35.021,35.186,35.021,35.186,609,0
31-01-2014,34.835,35.432,34.835,35.334,1466,0
03-02-2014,34.902,34.971,34.611,34.611,872,0
04-02-2014,35.089,35.089,35.089,35.089,408,0
05-02-2014,34.931,34.981,34.621,34.711,24364,0
06-02-2014,35.089,35.392,35.089,35.354,1537,0
07-02-2014,35.224,35.344,35.215,35.344,5161,0
10-02-2014,33.998,35.635,33.989,35.635,2741,0
11-02-2014,35.986,35.986,35.937,35.937,1059,0
12-02-2014,36.179,36.179,35.595,35.645,1405,0
13-02-2014,35.744,35.829,35.744,35.829,801,0
14-02-2014,36.286,36.306,36.267,36.267,828,0
18-02-2014,36.58,36.727,36.562,36.688,3260,0
19-02-2014,36.708,36.708,36.571,36.571,1752,0
20-02-2014,36.483,36.483,36.073,36.073,569,0
24-02-2014,37.011,37.011,37.011,37.011,174,0
25-02-2014,36.805,37.098,36.805,37.098,1045,0
26-02-2014,37.001,37.001,36.805,36.805,861,0
27-02-2014,36.941,36.941,36.864,36.864,589,0
28-02-2014,37.399,37.496,36.991,37.496,748,0
03-03-2014,37.185,37.185,36.805,36.805,682,0
04-03-2014,37.449,37.449,37.449,37.449,356,0
05-03-2014,37.536,37.536,37.078,37.078,883,0
06-03-2014,37.937,37.984,37.419,37.419,796,0
10-03-2014,37.361,37.361,36.883,36.883,589,0
11-03-2014,37.351,37.351,37.078,37.078,2588,0
12-03-2014,36.815,37.04,36.708,37.04,3256,0
14-03-2014,36.522,36.571,36.267,36.571,13238,0
17-03-2014,36.198,36.659,36.198,36.609,14326,0
18-03-2014,36.941,37.001,36.736,36.786,13074,0
19-03-2014,36.659,36.756,36.463,36.629,13524,0
20-03-2014,36.396,36.396,36.238,36.238,811,0
21-03-2014,36.708,36.854,36.366,36.366,1081,0
25-03-2014,36.595,36.723,36.43,36.694,2872,0
26-03-2014,36.791,36.791,36.538,36.595,1231,0
27-03-2014,36.243,36.605,36.243,36.605,1322,0
28-03-2014,36.548,36.548,36.312,36.44,536,0
31-03-2014,36.791,36.791,36.791,36.791,166,0
01-04-2014,37.262,37.358,36.958,36.958,398,0
02-04-2014,37.484,37.484,37.281,37.475,915,0
03-04-2014,36.87,37.134,36.87,36.87,505,0
04-04-2014,37.348,37.348,36.635,36.635,896,0
07-04-2014,36.031,36.031,36.031,36.031,808,0
08-04-2014,36.214,36.322,36.185,36.302,10673,0
10-04-2014,36.938,36.938,36.733,36.733,614,0
11-04-2014,36.069,36.43,36.069,36.165,1213,0
14-04-2014,36.041,36.253,36.031,36.224,4803,0
15-04-2014,36.322,36.488,36.322,36.488,572,0
17-04-2014,36.978,37.018,36.752,36.84,2934,0
21-04-2014,36.928,37.134,36.928,37.134,760,0
22-04-2014,37.358,37.366,37.115,37.115,8089,0
23-04-2014,36.85,37.144,36.85,37.095,21973,0
24-04-2014,37.037,37.281,37.037,37.076,818,0
25-04-2014,36.733,36.899,36.733,36.83,3767,0
28-04-2014,36.83,36.83,36.83,36.83,317,0
29-04-2014,36.772,36.83,36.772,36.83,1580,0
30-04-2014,36.811,36.821,36.762,36.821,2396,0
01-05-2014,36.714,36.948,36.714,36.948,2950,0
02-05-2014,37.008,37.008,36.958,36.958,582,0
05-05-2014,36.948,36.948,36.899,36.899,446,0
06-05-2014,36.87,36.87,36.782,36.782,952,0
07-05-2014,36.694,36.694,36.322,36.518,1363,0
08-05-2014,36.879,36.879,36.879,36.879,343,0
09-05-2014,36.665,36.704,36.665,36.704,1442,0
13-05-2014,36.998,37.328,36.909,36.948,2103,0
14-05-2014,37.066,37.066,37.047,37.047,1004,0
16-05-2014,36.733,36.733,36.694,36.694,733,0
19-05-2014,36.919,36.919,36.919,36.919,1010,0
20-05-2014,36.948,36.948,36.948,36.948,461,0
21-05-2014,36.879,37.056,36.879,37.056,4712,0
22-05-2014,37.291,37.291,37.134,37.192,1651,0
23-05-2014,37.124,37.262,37.124,37.262,574,0
27-05-2014,37.281,37.582,37.281,37.281,324,0
28-05-2014,37.291,37.358,37.291,37.358,507,0
29-05-2014,37.406,37.406,37.291,37.338,1451,0
03-06-2014,37.563,37.563,37.553,37.553,363,0
04-06-2014,37.67,37.679,37.67,37.679,604,0
05-06-2014,37.192,37.192,37.154,37.173,2644,0
06-06-2014,37.543,37.543,37.436,37.436,679,0
09-06-2014,37.328,37.484,37.328,37.484,847,0
10-06-2014,37.416,37.446,37.416,37.446,484,0
11-06-2014,37.163,37.503,37.163,37.494,757,0
12-06-2014,37.475,37.513,36.811,37.252,14410,0
17-06-2014,37.749,37.827,37.611,37.699,1098,0
18-06-2014,37.689,37.709,37.689,37.709,310,0
19-06-2014,37.973,38.071,37.963,38.031,16524,0
20-06-2014,38.158,38.158,38.031,38.158,4435,0
23-06-2014,37.963,38.118,37.906,38.051,23280,0
24-06-2014,38.104,38.104,37.841,37.901,16323,0
25-06-2014,37.743,38.026,37.743,38.026,8718,0
26-06-2014,37.812,38.301,37.812,37.812,266,0
27-06-2014,37.921,37.931,37.822,37.832,19912,0
30-06-2014,37.713,38.134,37.713,38.094,48264,0
01-07-2014,38.252,38.596,38.173,38.33,42623,0
02-07-2014,38.399,38.557,38.399,38.469,14609,0
03-07-2014,38.691,38.82,38.625,38.761,7906,0
07-07-2014,38.439,38.449,38.35,38.389,30476,0
08-07-2014,38.144,38.164,38.016,38.124,8318,0
09-07-2014,38.056,38.056,37.996,38.046,4820,0
10-07-2014,37.773,37.931,37.625,37.812,3321,0
11-07-2014,37.763,37.763,37.763,37.763,413,0
14-07-2014,38.311,38.311,38.164,38.164,4108,0
15-07-2014,38.085,38.134,37.959,37.977,7506,0
16-07-2014,38.085,38.085,38.085,38.085,2356,0
17-07-2014,37.792,37.832,37.605,37.605,3177,0
18-07-2014,37.792,37.792,37.743,37.782,765,0
21-07-2014,37.615,37.615,37.605,37.605,406,0
22-07-2014,38.154,38.173,38.076,38.173,3256,0
23-07-2014,38.173,38.223,38.104,38.203,21159,0
24-07-2014,38.085,38.173,38.026,38.164,12280,0
25-07-2014,38.508,38.508,37.891,37.891,596,0
28-07-2014,37.723,37.792,37.683,37.763,1287,0
30-07-2014,37.773,37.773,37.773,37.773,437,0
31-07-2014,37.683,37.683,37.107,37.195,2984,0
01-08-2014,37.185,37.185,36.95,37,1114,0
04-08-2014,36.94,37.058,36.773,37.029,8526,0
05-08-2014,36.95,37.419,36.753,36.852,3841,0
06-08-2014,36.724,36.99,36.705,36.733,14748,0
08-08-2014,36.666,36.832,36.666,36.832,662,0
11-08-2014,37.097,37.137,36.96,37.137,615,0
12-08-2014,36.872,36.872,36.872,36.872,104,0
14-08-2014,37.147,37.147,37.097,37.097,1521,0
19-08-2014,37.097,37.625,37.097,37.625,1069,0
20-08-2014,37.567,37.596,37.439,37.547,19973,0
22-08-2014,37.567,37.567,37.294,37.419,14743,0
25-08-2014,37.469,37.615,37.469,37.547,7720,0
26-08-2014,37.792,37.841,37.615,37.782,6801,0
27-08-2014,38.016,38.016,37.881,37.931,13578,0
28-08-2014,37.901,37.901,37.901,37.901,391,0
29-08-2014,38.272,38.272,37.812,37.891,3334,0
02-09-2014,38.282,38.282,38.193,38.203,1601,0
03-09-2014,38.066,38.066,38.066,38.066,174,0
04-09-2014,38.311,38.311,38.311,38.311,498,0
05-09-2014,38.066,38.076,38.066,38.076,802,0
08-09-2014,37.841,37.891,37.557,37.557,644,0
09-09-2014,37.782,37.782,37.782,37.782,35785,0
10-09-2014,37.255,38.056,37.255,38.046,1462,0
11-09-2014,37.822,37.871,37.389,37.871,2140,0
12-09-2014,37.369,37.369,37.369,37.369,101,0
15-09-2014,37.351,37.429,37.255,37.429,11191,0
16-09-2014,37.264,37.625,37.264,37.625,14315,0
17-09-2014,37.723,37.723,37.274,37.274,2422,0
18-09-2014,37.341,37.664,37.341,37.625,4662,0
19-09-2014,38.262,38.262,37.389,37.478,7450,0
22-09-2014,37.175,37.175,37.117,37.175,1956,0
23-09-2014,36.94,37.02,36.813,36.813,4528,0
24-09-2014,36.696,36.725,36.696,36.725,770,0
25-09-2014,36.696,36.696,36.431,36.431,2527,0
26-09-2014,36.814,36.824,36.725,36.824,3415,0
29-09-2014,36.57,36.981,36.57,36.657,6396,0
30-09-2014,36.5,36.774,36.333,36.587,5468,0
01-10-2014,36.205,36.205,36.068,36.068,3145,0
02-10-2014,36.068,36.126,35.717,36.126,5424,0
03-10-2014,36.313,36.313,36.088,36.254,1735,0
06-10-2014,36.126,36.126,36.126,36.126,270,0
07-10-2014,36.059,36.059,35.805,35.805,571,0
08-10-2014,36.078,36.078,36.078,36.078,265,0
09-10-2014,35.356,35.356,35.356,35.356,446,0
10-10-2014,34.581,34.581,34.446,34.465,888,0
13-10-2014,34.356,34.571,34.356,34.571,1681,0
14-10-2014,34.474,34.561,34.474,34.561,427,0
15-10-2014,34.044,34.053,33.504,33.504,1869,0
16-10-2014,34.15,34.199,34.15,34.15,663,0
20-10-2014,35.207,35.207,35.207,35.207,540,0
21-10-2014,35.444,35.932,35.444,35.568,484,0
22-10-2014,35.404,35.404,35.404,35.404,151,0
27-10-2014,35.501,35.501,35.501,35.501,449,0
28-10-2014,36.413,36.413,36.413,36.413,163,0
29-10-2014,36.373,37.324,36.373,36.597,1130,0
31-10-2014,36.597,36.597,36.587,36.597,827,0
05-11-2014,36.57,36.578,36.57,36.578,212,0
06-11-2014,36.863,38.879,36.56,36.56,2592,0
07-11-2014,36.617,36.617,36.53,36.578,3120,0
10-11-2014,38.723,38.733,36.863,36.931,1529,0
12-11-2014,36.764,36.764,36.764,36.764,2480,0
14-11-2014,36.833,36.833,36.833,36.833,1030,0
17-11-2014,36.981,37.021,36.873,36.951,1430,0
19-11-2014,37.001,37.128,36.892,36.892,543,0
20-11-2014,36.824,36.824,36.824,36.824,545,0
21-11-2014,37.38,37.616,37.342,37.498,2864,0
24-11-2014,37.606,37.694,37.246,37.246,1311,0
25-11-2014,37.96,38.008,37.45,37.45,1498,0
26-11-2014,37.96,38.086,37.587,37.587,602,0
01-12-2014,36.833,37.246,36.804,36.804,518,0
02-12-2014,37.43,37.44,37.43,37.44,1349,0
04-12-2014,37.38,37.38,37.38,37.38,937,0
05-12-2014,37.479,37.479,37.479,37.479,715,0
08-12-2014,37.265,37.265,37.265,37.265,244,0
10-12-2014,36.5,36.5,36.235,36.235,888,0
11-12-2014,36.54,36.54,36.303,36.303,384,0
12-12-2014,36.323,36.323,35.464,35.464,2133,0
16-12-2014,35.747,35.747,35.424,35.501,2141,0
17-12-2014,35.394,35.873,35.394,35.873,934,0
18-12-2014,36.363,36.52,36.333,36.481,6508,0
19-12-2014,36.853,36.853,36.794,36.794,953,0
22-12-2014,36.863,38.175,36.863,36.863,268,0
23-12-2014,36.804,37.001,36.647,36.647,3555,0
24-12-2014,37.022,37.031,36.618,36.628,5627,0
26-12-2014,37.227,37.247,37.207,37.227,515,0
29-12-2014,36.598,36.598,36.598,36.598,214,0
30-12-2014,36.735,36.745,36.374,36.374,30569,0
31-12-2014,36.687,36.687,36.687,36.687,5158,0
02-01-2015,36.491,36.491,35.894,35.894,2064,0
05-01-2015,35.511,35.698,35.394,35.454,630,0
06-01-2015,34.844,35.158,34.835,35.158,640,0
08-01-2015,35.982,36.051,35.708,35.708,1148,0
12-01-2015,35.649,35.649,35.649,35.649,129,0
14-01-2015,35.464,35.511,35.464,35.511,1083,0
16-01-2015,35.511,35.511,35.511,35.511,227,0
20-01-2015,35.953,35.953,35.728,35.758,2007,0
22-01-2015,36.002,36.472,36.002,36.472,1689,0
26-01-2015,36.511,36.668,36.511,36.638,832,0
27-01-2015,36.697,36.726,36.697,36.726,284,0
28-01-2015,36.156,36.255,36.156,36.255,1113,0
29-01-2015,35.844,35.844,35.844,35.844,121,0
30-01-2015,35.668,35.815,35.668,35.738,872,0
02-02-2015,36.156,36.156,35.659,35.992,2637,0
03-02-2015,36.432,36.432,36.432,36.432,203,0
04-02-2015,36.735,36.735,36.687,36.687,2853,0
05-02-2015,36.745,36.903,36.726,36.815,3547,0
06-02-2015,36.707,36.707,36.482,36.482,1398,0
09-02-2015,36.284,36.579,36.274,36.579,3548,0
10-02-2015,36.735,36.903,36.472,36.903,2112,0
11-02-2015,36.551,36.551,36.551,36.551,123,0
12-02-2015,36.717,37.177,36.304,37.139,1559,0
13-02-2015,37.509,37.509,37.159,37.159,1015,0
17-02-2015,37.441,38.049,37.401,37.509,1818,0
18-02-2015,37.607,37.607,37.607,37.607,273,0
19-02-2015,37.941,37.961,37.804,37.853,5175,0
20-02-2015,38.196,38.196,37.775,37.775,446,0
23-02-2015,37.913,37.913,37.913,37.913,337,0
24-02-2015,37.971,38.284,37.971,38.284,2083,0
25-02-2015,38.107,38.373,38.107,38.343,1050,0
26-02-2015,38.275,38.275,38.167,38.275,1848,0
27-02-2015,38.531,38.531,38.383,38.452,890,0
02-03-2015,38.452,38.452,38.452,38.452,101,0
03-03-2015,38.452,38.452,38.452,38.452,101,0
04-03-2015,38.019,38.383,38.019,38.019,714,0
05-03-2015,38.226,38.226,37.951,37.951,1633,0
06-03-2015,37.951,37.951,37.951,37.951,101,0
09-03-2015,37.421,37.539,37.421,37.539,1734,0
10-03-2015,37.539,37.539,37.539,37.539,101,0
12-03-2015,37.315,37.315,37.315,37.315,101,0
13-03-2015,37.607,37.656,37.607,37.656,204,0
16-03-2015,37.333,38.059,37.333,37.745,1940,0
17-03-2015,37.745,37.745,37.745,37.745,101,0
18-03-2015,37.745,37.745,37.745,37.745,101,0
19-03-2015,37.745,37.745,37.745,37.745,101,0
20-03-2015,38.255,38.784,38.255,38.784,204,0
23-03-2015,38.969,39.371,38.57,38.609,2857,0
24-03-2015,39.195,39.195,38.502,38.784,7453,0
25-03-2015,38.05,38.197,37.923,38.098,10787,0
26-03-2015,37.745,38.227,37.705,38.227,3866,0
27-03-2015,38.227,38.227,37.784,38.197,4783,0
30-03-2015,38.394,38.394,37.705,37.853,15061,0
31-03-2015,37.853,37.853,37.853,37.853,22,0
01-04-2015,37.863,37.863,37.705,37.705,10991,0
02-04-2015,38.217,38.217,38.187,38.187,1222,0
06-04-2015,38.777,38.777,38.464,38.504,917,0
07-04-2015,38.639,38.639,38.639,38.639,571,0
08-04-2015,38.639,38.639,38.639,38.639,101,0
09-04-2015,39.297,39.306,39.297,39.306,466,0
10-04-2015,39.534,39.78,39.534,39.78,610,0
13-04-2015,39.584,39.584,39.584,39.584,203,0
14-04-2015,39.602,39.612,39.602,39.612,814,0
15-04-2015,39.632,39.632,39.632,39.632,305,0
16-04-2015,39.612,39.651,39.416,39.534,5698,0
20-04-2015,39.534,39.534,39.534,39.534,48,0
21-04-2015,39.594,39.594,39.524,39.534,1307,0
23-04-2015,39.534,39.534,39.534,39.534,101,0
24-04-2015,39.534,39.534,39.534,39.534,2,0
27-04-2015,40.133,40.133,40.133,40.133,101,0
28-04-2015,40.133,40.133,40.133,40.133,71,0
29-04-2015,40.133,40.133,40.133,40.133,101,0
30-04-2015,40.133,40.133,40.133,40.133,101,0
01-05-2015,39.879,39.879,39.85,39.85,407,0
04-05-2015,39.701,39.957,39.584,39.711,2237,0
05-05-2015,39.436,39.436,39.436,39.436,610,0
06-05-2015,39.436,39.436,39.436,39.436,7,0
07-05-2015,39.436,39.436,39.436,39.436,13,0
08-05-2015,39.436,39.436,39.436,39.436,101,0
11-05-2015,39.8,39.81,39.661,39.661,1525,0
12-05-2015,39.731,39.731,39.661,39.661,967,0
13-05-2015,39.642,39.701,39.642,39.701,2082,0
15-05-2015,40.045,40.045,39.995,39.995,908,0
18-05-2015,39.76,39.967,39.75,39.967,1194,0
19-05-2015,39.76,39.76,39.731,39.731,1358,0
21-05-2015,40.015,40.015,40.015,40.015,610,0
22-05-2015,39.995,39.995,39.76,39.76,203,0
26-05-2015,39.229,39.229,39.082,39.082,342,0
27-05-2015,39.594,39.594,39.594,39.594,305,0
28-05-2015,39.594,39.594,39.594,39.594,2,0
29-05-2015,39.594,39.594,39.594,39.594,101,0
01-06-2015,39.594,39.594,39.594,39.594,178,0
02-06-2015,39.632,39.632,39.632,39.632,1847,0
03-06-2015,39.515,39.515,39.515,39.515,203,0
04-06-2015,39.121,39.121,39.121,39.121,101,0
05-06-2015,38.747,38.747,38.747,38.747,203,0
08-06-2015,38.717,38.717,38.717,38.717,101,0
09-06-2015,38.844,38.844,38.639,38.639,1551,0
10-06-2015,39.199,39.259,39.199,39.259,2244,0
11-06-2015,39.584,39.584,39.179,39.179,1596,0
15-06-2015,39.179,39.179,39.179,39.179,101,0
16-06-2015,38.787,38.787,38.787,38.787,1324,0
18-06-2015,38.787,38.787,38.787,38.787,101,0
22-06-2015,38.787,38.787,38.787,38.787,101,0
23-06-2015,38.787,38.787,38.787,38.787,96,0
24-06-2015,39.207,39.207,39.129,39.129,609,0
25-06-2015,39.257,39.394,39.247,39.354,5180,0
26-06-2015,39.207,39.247,39.119,39.119,1421,0
29-06-2015,38.321,38.321,38.321,38.321,406,0
30-06-2015,38.666,38.675,38.045,38.045,3965,0
01-07-2015,38.608,38.618,38.608,38.608,5891,0
02-07-2015,38.608,38.608,38.608,38.608,101,0
06-07-2015,38.608,38.608,38.608,38.608,101,0
07-07-2015,37.582,37.582,37.582,37.582,101,0
08-07-2015,37.278,37.278,37.278,37.278,101,0
09-07-2015,38.164,38.164,37.799,37.858,8633,0
10-07-2015,37.858,37.858,37.858,37.858,203,0
13-07-2015,38.814,38.814,38.558,38.558,609,0
14-07-2015,38.558,38.558,38.558,38.558,30,0
15-07-2015,38.558,38.558,38.558,38.558,3,0
16-07-2015,38.941,39.237,38.911,39.237,2843,0
17-07-2015,38.999,38.999,38.999,38.999,101,0
20-07-2015,38.999,38.999,38.999,38.999,101,0
21-07-2015,39.187,39.493,39.187,39.424,8428,0
22-07-2015,38.99,39.039,38.794,39.039,5992,0
23-07-2015,39.178,39.178,39.139,39.139,506,0
24-07-2015,39.148,39.148,38.548,38.794,1522,0
27-07-2015,38.774,38.774,38.626,38.626,915,0
28-07-2015,38.794,39.069,38.794,39.009,1522,0
29-07-2015,39.009,39.009,39.009,39.009,101,0
